"","Common_Name","Class","wt_1","wt_2","piwi_1","piwi_2","Fold_Change","padj"
"WBGene00219936","WBGene00219936","unk",0,0,0,2.125,7.2,NA
"WBGene00220190","WBGene00220190","unk",0,0,0,2.125,7.2,NA
"WBGene00220194","WBGene00220194","unk",0,0,0,2.125,7.2,NA
"WBGene00220220","WBGene00220220","unk",0,0,0,2.125,7.2,NA
"WBGene00235378","WBGene00235378","unk",0,0,0,2.125,7.2,NA
"WBGene00269392","WBGene00269392","unk",0,0,0,2.125,7.2,NA
"WBGene00271651","WBGene00271651","unk",0,0,0,2.125,7.2,NA
"WBGene00271818","WBGene00271818","unk",0,0,0,2.125,7.2,NA
"WBGene00284861","WBGene00284861","unk",0,0,0,2.125,7.2,NA
"WBGene00304817","WBGene00304817","unk",0,0,0,2.125,7.2,NA
"WBGene00305350","WBGene00305350","unk",0,0,0,2.125,7.2,NA
"WBGene00305373","WBGene00305373","unk",0,0,0,2.125,7.2,NA
"MIMAT0006775","MIMAT0006775","miRNA",0,0,0,2.125,7.2,NA
"WBGene00006444","shn-1","unk",3.375,7.825,2.746,3.187,-1.886,0.676
"WBGene00020913","WBGene00020913","unk",3.375,7.825,2.746,3.187,-1.886,0.676
"WBGene00008490","WBGene00008490","unk",4.219,3.13,5.491,7.437,1.768,0.676
"WBGene00009517","clec-167","unk",4.219,3.13,5.491,7.437,1.768,0.676
"WBGene00008630","nhr-175","unk",3.375,0.783,1.373,0,-3.246,NA
"WBGene00013050","lipl-8","unk",3.375,0.783,1.373,0,-3.246,NA
"WBGene00014686","WBGene00014686","unk",3.375,0.783,1.373,0,-3.246,NA
"WBGene00017060","WBGene00017060","unk",3.375,0.783,1.373,0,-3.246,NA
"WBGene00018484","WBGene00018484","unk",3.375,0.783,1.373,0,-3.246,NA
"WBGene00167041","Y105C5A.658","piRNA",3.375,0.783,1.373,0,-3.246,NA
"WBGene00199668","WBGene00199668","unk",3.375,0.783,1.373,0,-3.246,NA
"WBGene00305854","WBGene00305854","unk",21.938,20.346,27.457,27.623,1.303,0.676
"WBGene00305855","WBGene00305855","unk",21.938,20.346,27.457,27.623,1.303,0.676
"WBGene00016698","WBGene00016698","unk",9.281,6.26,16.474,7.437,1.526,0.676
"WBGene00219771","linc-24","unk",2940.496,3137.212,2940.663,2863.274,-1.047,0.676
"WBGene00001704","grd-15","unk",32.063,54.778,41.186,28.686,-1.251,0.676
"WBGene00010473","hrg-2","unk",2.531,1.565,1.373,0,-3.206,NA
"WBGene00012152","cnc-10","unk",2.531,1.565,1.373,0,-3.206,NA
"WBGene00013372","WBGene00013372","unk",2.531,1.565,1.373,0,-3.206,NA
"WBGene00015714","WBGene00015714","unk",2.531,1.565,1.373,0,-3.206,NA
"WBGene00017525","WBGene00017525","unk",2.531,1.565,1.373,0,-3.206,NA
"WBGene00018062","WBGene00018062","unk",2.531,1.565,1.373,0,-3.206,NA
"WBGene00050297","Y51H4A.370","piRNA",2.531,1.565,1.373,0,-3.206,NA
"WBGene00170190","Y57G11C.828","piRNA",2.531,1.565,1.373,0,-3.206,NA
"WBGene00200606","WBGene00200606","unk",2.531,1.565,1.373,0,-3.206,NA
"WBGene00001211","egl-47","unk",2.531,5.478,2.746,1.062,-2.147,0.677
"WBGene00019964","WBGene00019964","unk",2.531,5.478,2.746,1.062,-2.147,0.677
"WBGene00012101","zip-10","unk",16.031,21.911,24.711,25.499,1.322,0.677
"WBGene00011099","nhr-208","unk",3.375,3.13,2.746,0,-2.473,0.677
"WBGene00012233","clpr-1","unk",3.375,3.13,2.746,0,-2.473,0.677
"WBGene00195430","WBGene00195430","unk",3.375,3.13,2.746,0,-2.473,0.677
"WBGene00000991","dhs-28","unk",3.375,10.956,9.61,12.749,1.559,0.677
"WBGene00021446","hlh-33","unk",12.656,7.825,5.491,7.437,-1.574,0.677
"WBGene00271645","WBGene00271645","unk",16.875,12.521,9.61,10.624,-1.449,0.677
"WBGene00010229","WBGene00010229","CSR",40.5,33.649,45.304,45.685,1.228,0.677
"WBGene00002043","hyl-1","unk",239.627,213.634,230.64,266.672,1.099,0.678
"WBGene00004738","scc-3","CSR",1335.668,1163.64,1393.451,1253.678,1.059,0.678
"WBGene00019163","ubxn-6","CSR",97.876,93.905,115.32,104.119,1.143,0.678
"WBGene00305952","WBGene00305952","unk",59.063,62.603,75.507,67.996,1.178,0.678
"WBGene00199326","WBGene00199326","unk",2.531,1.565,4.119,4.25,2.048,0.678
"WBGene00009460","ubr-5","CSR",1652.078,1585.431,1657.04,1746.65,1.052,0.678
"WBGene00022042","icd-2","CSR",502.88,497.697,458.535,473.848,-1.073,0.679
"WBGene00022750","tres-1","unk",671.631,597.862,602.685,585.404,-1.069,0.679
"WBGene00014234","vps-29","unk",208.408,230.067,248.487,233.737,1.099,0.679
"WBGene00004822","skr-16","unk",25.313,14.086,12.356,40.373,1.355,0.679
"WBGene00220242","WBGene00220242","unk",159.47,179.985,186.709,190.177,1.11,0.679
"WBGene00022900","WBGene00022900","unk",1.688,3.13,4.119,5.312,1.958,0.679
"WBGene00022901","WBGene00022901","unk",1.688,3.13,4.119,5.312,1.958,0.679
"WBGene00022902","WBGene00022902","unk",1.688,3.13,4.119,5.312,1.958,0.679
"WBGene00200240","WBGene00200240","unk",1.688,3.13,4.119,5.312,1.958,0.679
"WBGene00201861","WBGene00201861","unk",7.594,13.303,10.983,19.124,1.448,0.679
"WBGene00015541","WBGene00015541","unk",19.406,28.172,16.474,19.124,-1.335,0.679
"WBGene00016860","cyp-33C9","unk",28.688,14.868,23.339,8.5,-1.385,0.679
"WBGene00012992","mrpl-20","unk",383.91,309.104,425.586,331.481,1.09,0.679
"WBGene00015362","fbxa-105","unk",0,2.348,0,6.375,2.738,0.679
"WBGene00014007","WBGene00014007","ALG",3.375,0,6.864,1.062,2.335,0.68
"WBGene00018741","comt-1","unk",3.375,0,6.864,1.062,2.335,0.68
"WBGene00007295","WBGene00007295","unk",2.531,0,6.864,0,2.689,0.68
"WBGene00017984","WBGene00017984","CSR",186.47,158.074,192.2,190.177,1.11,0.68
"WBGene00007260","olrn-1","unk",6.75,9.391,8.237,15.937,1.508,0.68
"WBGene00009798","WBGene00009798","unk",3.375,4.695,12.356,2.125,1.763,0.68
"WBGene00014226","WBGene00014226","unk",24.469,38.345,28.83,20.186,-1.29,0.68
"WBGene00011478","WBGene00011478","unk",18.563,10.173,19.22,20.186,1.375,0.68
"WBGene00004985","spo-11","CSR",89.438,100.948,74.134,90.307,-1.155,0.68
"WBGene00000427","ced-13","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00000558","cnc-4","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00001967","hlh-28","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00003556","nas-40","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00004158","pqn-76","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00004160","pqn-79","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00005131","srd-53","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00005188","srg-31","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00005279","srh-56","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00005590","sri-78","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00005737","srv-26","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00005804","srw-57","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00008012","fbxa-133","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00008076","lgc-43","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00008382","WBGene00008382","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00008834","WBGene00008834","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00009183","WBGene00009183","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00009494","hrg-5","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00010225","ttr-31","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00010742","WBGene00010742","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00010837","WBGene00010837","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00011535","WBGene00011535","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00011660","WBGene00011660","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00011698","cyp-34A1","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00011699","cyp-34A2","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00011841","scl-25","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00012007","WBGene00012007","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00013471","clec-242","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00013753","WBGene00013753","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00016334","WBGene00016334","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00017390","WBGene00017390","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00017529","WBGene00017529","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00017715","WBGene00017715","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00017865","WBGene00017865","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00018108","WBGene00018108","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00018176","WBGene00018176","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00018255","WBGene00018255","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00019025","srb-16","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00019080","WBGene00019080","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00019533","WBGene00019533","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00020878","WBGene00020878","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00020887","hic-1","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00021140","clec-131","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00021259","glb-30","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00022342","WBGene00022342","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00023233","WBGene00023233","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00023243","WBGene00023243","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00023301","WBGene00023301","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00044126","srsx-23","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00044235","WBGene00044235","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00045208","WBGene00045208","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00045389","WBGene00045389","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00045405","WBGene00045405","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00045605","B0513.13","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00045755","C02B10.9","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00045821","Y51H4A.49","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00045865","Y73F8A.75","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00046199","Y116A8C.65","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00046220","F44E8.6","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00046263","Y105C5B.98","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00046516","Y43D4A.19","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00046553","Y105C5B.131","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00046635","C06E7.14","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00046672","Y105C5A.141","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00046686","Y51H4A.103","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00046747","Y73F8A.145","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00046854","Y105C5A.156","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00046907","F26D12.11","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00046928","Y57G11C.158","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00047105","Y105C5B.189","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00047185","Y105C5B.200","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00047264","B0513.21","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00047268","H08M01.20","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00047365","H25K10.28","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00047379","Y37A1B.64","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00047443","Y105C5B.226","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00047482","T08B6.13","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00047744","Y73F8A.224","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00047794","Y105C5B.268","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00047824","M199.29","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00047998","Y73F8A.245","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00048115","Y37A1B.88","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00048128","C09B9.14","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00048168","Y41E3.121","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00048466","Y73F8A.281","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00048485","Y41E3.133","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00048607","Y73F8A.296","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00048716","F38C2.34","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00048802","Y105C5B.384","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00048972","Y41E3.150","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00049172","C10G6.16","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00049263","Y7A9A.19","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00049419","Y57G11C.362","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00049456","C02B10.25","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00049466","Y37A1B.124","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00049665","Y51H4A.318","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00049928","Y51H4A.332","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00050076","T08B6.21","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00050098","Y57G11C.423","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00050103","Y73F8A.430","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00050252","Y37A1B.140","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00050404","C27H2.54","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00050419","B0513.41","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00050432","Y57G11C.458","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00050729","K02B2.18","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00050760","F38C2.46","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00050792","Y57G11C.491","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00050851","Y57G11C.495","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00050977","WBGene00050977","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00165028","Y67A10A.148","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00165073","Y73F8A.503","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00165089","C46G7.36","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00165293","Y51H4A.421","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00165349","Y116A8A.67","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00165412","Y73F8A.539","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00165438","Y116A8B.37","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00165471","M199.74","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00165491","Y41E3.233","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00165595","Y73F8A.545","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00165745","C52D10.62","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00166071","Y41E3.246","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00166260","C27H2.62","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00166373","Y105C5B.714","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00166397","C05B10.6","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00166400","Y40H7A.175","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00166401","Y51H4A.475","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00166419","Y57G11C.580","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00166537","Y73F8A.606","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00166580","Y73F8A.609","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00166597","Y105C5B.733","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00166606","Y51H4A.492","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00166682","Y116A8C.241","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00166756","Y7A9A.35","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00167017","H25K10.77","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00167174","Y73F8A.642","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00167175","Y73F8A.643","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00167254","Y51H4A.526","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00167310","Y51H4A.530","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00167639","Y105C5B.802","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00167813","Y73B6BL.130","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00167920","Y40H7A.202","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00167967","B0513.60","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00168222","Y64G10A.222","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00168262","Y64G10A.223","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00168452","T19E7.12","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00168620","Y57G11B.156","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00168651","Y67A10A.217","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00168874","AC7.38","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00168895","Y51H4A.612","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00169053","Y116A8B.54","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00169070","Y64G10A.240","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00169261","Y37A1B.231","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00169292","C15F1.11","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00169406","Y116A8B.57","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00169411","Y105C5A.840","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00169546","Y116A8B.58","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00169605","Y116A8B.60","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00169699","Y105C5A.868","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00169724","H25K10.99","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00169753","Y41E3.344","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00169777","Y105C5B.990","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00169827","Y41E3.346","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00169919","K03D3.18","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00170036","C52D10.91","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00170199","C45E5.37","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00170382","LLC1.76","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00170460","C39H7.49","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00170463","H25K10.103","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00170681","Y41E3.370","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00170778","F52B11.72","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00170804","C47A4.110","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00170811","Y105C5B.1082","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00170877","Y105C5A.964","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00170891","T08B6.45","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00171008","Y73F8A.882","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00171031","C05B10.11","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00171118","Y105C5A.984","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00171170","Y41E3.379","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00171309","Y41E3.384","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00171527","Y51H4A.742","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00171581","Y57G11A.176","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00171631","F38C2.72","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00171675","Y41E3.396","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00171691","C10G6.43","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00171813","Y57G11C.930","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00172082","Y73F8A.956","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00172333","Y73F8A.973","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00172432","T12E12.39","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00172808","Y105C5A.1111","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00172944","Y105C5A.1121","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00172962","Y57G11C.995","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00173017","Y105C5B.1248","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00173069","Y57G11C.1004","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00173089","T19E7.19","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00173117","Y73F8A.1034","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00173156","Y105C5B.1261","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00173170","Y57G11C.1010","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00173317","ZK616.54","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00173376","Y73B6BL.241","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00173407","Y57G11C.1029","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00173411","Y64G10A.328","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00173539","Y105C5A.1163","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00173687","Y105C5B.1294","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00173732","Y105C5B.1299","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00173886","Y116A8C.428","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00173942","AC7.73","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00173951","C52D10.115","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00174050","Y41E3.444","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00174119","Y37A1A.141","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00174193","H25K10.134","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00174422","Y57G11C.1098","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00174496","C02B10.68","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00174506","K01G12.21","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00174508","AC7.77","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00174518","Y73F8A.1126","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00174606","Y59E9AL.35","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00174618","F38C2.92","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00174804","Y7A9A.77","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00174814","Y57G11C.1120","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00174896","LLC1.117","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00174912","F52B11.102","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00174975","Y67A10A.340","piRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00194920","WBGene00194920","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00195270","WBGene00195270","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00195624","WBGene00195624","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00195940","WBGene00195940","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00196097","WBGene00196097","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00196701","WBGene00196701","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00196925","WBGene00196925","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00197411","WBGene00197411","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00197648","WBGene00197648","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00197716","WBGene00197716","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00197772","WBGene00197772","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00197844","WBGene00197844","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00197944","WBGene00197944","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00199038","WBGene00199038","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00199458","WBGene00199458","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00200271","WBGene00200271","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00200301","WBGene00200301","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00200313","WBGene00200313","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00200386","WBGene00200386","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00200526","WBGene00200526","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00200776","WBGene00200776","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00200987","WBGene00200987","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00202178","WBGene00202178","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00219489","WBGene00219489","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00219622","anr-40","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00219682","linc-50","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00219719","linc-57","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00219788","WBGene00219788","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00219863","WBGene00219863","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00220077","WBGene00220077","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00220106","WBGene00220106","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00235261","WBGene00235261","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00270291","WBGene00270291","unk",0.844,1.565,0,0,-5.427,NA
"WBGene00271650","WBGene00271650","unk",0.844,1.565,0,0,-5.427,NA
"MIMAT0005822","MIMAT0005822","miRNA",0.844,1.565,0,0,-5.427,NA
"MIMAT0020360","MIMAT0020360","miRNA",0.844,1.565,0,0,-5.427,NA
"WBGene00017592","WBGene00017592","unk",6.75,4.695,5.491,12.749,1.611,0.68
